activity_event_id,asset_id,geo,origin_measurement_timestamp,scope,category,activity,source,raw_data,units
carbon-lake-OUJW617,vehicle100,"[-7.4951399,107.532764]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,14,gal
carbon-lake-RIO6914,vehicle103,"[49.757244,22.2174725]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,168,gal
carbon-lake-CWA1482,vehicle101,"[7.3400337,125.6321356]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,89,gal
carbon-lake-UPFR740,vehicle101,"[-6.8686728,107.516493]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,103,gal
carbon-lake-ECWM590,vehicle101,"[23.2997268,113.323144]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,60,gal
carbon-lake-IXVT405,vehicle102,"[43.4120877,17.2134482]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,90,gal
carbon-lake-HHXI558,vehicle103,"[54.4515199,101.1756457]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,121,gal
carbon-lake-ZDE4754,vehicle102,"[10.2471959,-63.9201942]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,49,gal
carbon-lake-ZOIZ472,vehicle100,"[-15.66758,-72.534439]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,120,gal
carbon-lake-SKBY777,vehicle100,"[0.965759,31.7195459]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,122,gal
carbon-lake-BIFS968,vehicle103,"[61.3483795,16.3942685]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,100,gal
carbon-lake-AYU1168,vehicle103,"[53.2724538,-6.1215213]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,151,gal
carbon-lake-VAH4864,vehicle102,"[18.1965639,120.5989577]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,75,gal
carbon-lake-PBB0932,vehicle103,"[-30.2609293,-57.5929166]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,20,gal
carbon-lake-AKKP210,vehicle103,"[18.3417854,-99.5171206]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,173,gal
carbon-lake-LUBK288,vehicle100,"[31.961364,118.613379]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,122,gal
carbon-lake-NTVV787,vehicle101,"[32.396961,117.737327]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,28,gal
carbon-lake-PFF2273,vehicle103,"[32.119799,34.986653]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,111,gal
carbon-lake-HYUE098,vehicle101,"[39.086569,117.314323]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,10,gal
carbon-lake-KUDQ774,vehicle103,"[30.63963,114.385538]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,51,gal
carbon-lake-WOKM256,vehicle102,"[10.3846169,-67.0166725]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,165,gal
carbon-lake-PJXP777,vehicle100,"[-7.1520459,108.5196028]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,103,gal
carbon-lake-SVH1630,vehicle103,"[9.9821841,122.7382909]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,147,gal
carbon-lake-MTIY314,vehicle100,"[24.781681,118.552365]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,88,gal
carbon-lake-PDMZ304,vehicle101,"[-6.9828037,109.5568089]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,98,gal
carbon-lake-TYJ5553,vehicle101,"[39.7715895,-8.9263792]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,89,gal
carbon-lake-VVUC245,vehicle102,"[27.4475626,57.5051616]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,100,gal
carbon-lake-AML5593,vehicle100,"[19.3508272,-81.2085052]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,29,gal
carbon-lake-IAW8653,vehicle102,"[33.1837961,-97.1305536]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,73,gal
carbon-lake-VBX1070,vehicle100,"[50.2294568,16.2923097]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,38,gal
carbon-lake-OGTR369,vehicle102,"[47.1601577,40.224989]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,191,gal
carbon-lake-WODG949,vehicle100,"[32.515255,95.735762]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,4,gal
carbon-lake-FMTQ618,vehicle102,"[60.0203894,41.0711197]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,43,gal
carbon-lake-DHNO097,vehicle102,"[49.7219212,18.188717]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,91,gal
carbon-lake-FHWY928,vehicle103,"[22.44668,114.033953]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,160,gal
carbon-lake-WOFB481,vehicle101,"[-34.5458354,-58.562848]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,124,gal
carbon-lake-XKU8640,vehicle103,"[-9.7464338,124.4309165]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,85,gal
carbon-lake-IGSC665,vehicle102,"[-8.7611605,-63.9004303]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,162,gal
carbon-lake-GJLF372,vehicle102,"[-7.4242735,-79.5069436]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,166,gal
carbon-lake-BLOL140,vehicle102,"[40.0233496,-7.7912472]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,57,gal
carbon-lake-YYLF936,vehicle102,"[6.1097207,102.2462087]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,194,gal
carbon-lake-UYJS080,vehicle101,"[48.8120404,2.2718631]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,64,gal
carbon-lake-SXE2932,vehicle101,"[17.3026058,-62.7176924]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,135,gal
carbon-lake-SOQF236,vehicle102,"[52.8803476,20.0444513]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,33,gal
carbon-lake-YJQ3912,vehicle102,"[53.7832102,-1.7937455]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,107,gal
carbon-lake-OZVG776,vehicle100,"[49.8905368,2.3081396]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,145,gal
carbon-lake-IBEH650,vehicle101,"[31.654375,120.752481]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,196,gal
carbon-lake-PWV2564,vehicle101,"[2.9205384,73.5807606]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,80,gal
carbon-lake-KJPM197,vehicle103,"[39.975699,116.050239]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,95,gal
carbon-lake-LNJ6297,vehicle103,"[29.9668343,32.5498069]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,59,gal
carbon-lake-KJS8526,vehicle103,"[49.6629527,18.2269255]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,161,gal
carbon-lake-RRP0734,vehicle102,"[21.081585,106.7470536]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,53,gal
carbon-lake-WZRE122,vehicle103,"[4.5827227,-74.2117465]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,37,gal
carbon-lake-GXG3069,vehicle103,"[50.8885079,19.0438326]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,174,gal
carbon-lake-CJCR192,vehicle103,"[36.213813,117.676723]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,139,gal
carbon-lake-FJAF694,vehicle100,"[-8.0397618,111.9000827]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,60,gal
carbon-lake-RLE6672,vehicle100,"[-23.4554707,-52.0423373]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,106,gal
carbon-lake-JZYK201,vehicle100,"[34.4042859,108.9810302]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,33,gal
carbon-lake-VSDY168,vehicle100,"[61.5656107,25.1814985]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,107,gal
carbon-lake-QDRV167,vehicle101,"[15.18533,43.51122]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,32,gal
carbon-lake-DRNQ046,vehicle101,"[28.074649,119.141473]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,90,gal
carbon-lake-SHPF421,vehicle100,"[62.5013857,27.7904218]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,116,gal
carbon-lake-OALC064,vehicle103,"[-7.0368878,108.3489807]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,71,gal
carbon-lake-SVY0674,vehicle101,"[40.4749958,22.9587865]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,69,gal
carbon-lake-DGAU354,vehicle101,"[32.460037,112.228897]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,37,gal
carbon-lake-JYP9785,vehicle103,"[22.656408,114.019351]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,38,gal
carbon-lake-GYOZ674,vehicle102,"[57.6044065,35.9190561]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,117,gal
carbon-lake-SDAU451,vehicle102,"[21.0744245,40.3241759]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,134,gal
carbon-lake-HEH7651,vehicle103,"[41.6496858,-7.5999153]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,100,gal
carbon-lake-CJG2046,vehicle103,"[35.846212,14.486396]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,108,gal
carbon-lake-WWQ0922,vehicle101,"[56.0887469,55.3476176]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,91,gal
carbon-lake-KYES945,vehicle101,"[-30.2196952,-51.0985192]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,123,gal
carbon-lake-OJJU841,vehicle102,"[-16.9058836,-62.6089753]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,67,gal
carbon-lake-FYBA987,vehicle101,"[-20.7736517,-49.7107263]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,62,gal
carbon-lake-EKYR746,vehicle101,"[-27.3895264,-55.9365393]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,20,gal
carbon-lake-MOCI899,vehicle100,"[56.37737,37.32871]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,130,gal
carbon-lake-SWAS609,vehicle103,"[-27.9918685,26.7241905]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,177,gal
carbon-lake-FLGA442,vehicle100,"[1.558031,110.382845]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,33,gal
carbon-lake-DJDK898,vehicle102,"[39.3041754,-9.1967347]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,3,gal
carbon-lake-MLZG249,vehicle103,"[44.9597766,19.0030052]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,9,gal
carbon-lake-UMMB553,vehicle102,"[-7.2030729,112.0237903]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,97,gal
carbon-lake-UIWV947,vehicle100,"[7.0389957,126.4497814]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,131,gal
carbon-lake-XNGM714,vehicle100,"[-7.4461263,109.2207098]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,84,gal
carbon-lake-GEST880,vehicle101,"[-19.8852788,-43.6644238]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,193,gal
carbon-lake-PCSE703,vehicle102,"[32.703801,35.225489]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,120,gal
carbon-lake-WTZR840,vehicle102,"[36.2048468,137.2118015]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,148,gal
carbon-lake-MJQT011,vehicle102,"[39.43806,127.24306]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,95,gal
carbon-lake-NGFZ723,vehicle102,"[-2.2161048,113.913977]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,161,gal
carbon-lake-LCGS393,vehicle100,"[10.4572081,-84.5522224]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,1,gal
carbon-lake-DYOD383,vehicle102,"[-2.0983597,-79.6923047]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,60,gal
carbon-lake-CDYP431,vehicle102,"[32.7778898,61.6567273]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,10,gal
carbon-lake-CDRU790,vehicle102,"[25.4427709,68.3004492]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,37,gal
carbon-lake-KCIA958,vehicle101,"[9.9497452,126.0068121]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,10,gal
carbon-lake-FYDO946,vehicle101,"[39.1251493,23.6799766]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,178,gal
carbon-lake-ZFOK251,vehicle100,"[-7.0808057,108.6264694]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,158,gal
carbon-lake-BRP7103,vehicle103,"[41.486981,123.685142]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,52,gal
carbon-lake-YWG9733,vehicle100,"[28.260189,117.069202]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,111,gal
carbon-lake-DEI7121,vehicle101,"[28.6846153,115.8922746]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,143,gal
carbon-lake-VCQS451,vehicle100,"[52.1028471,21.0281495]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,188,gal
carbon-lake-VYHO031,vehicle101,"[46.6267067,32.4413727]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,119,gal
carbon-lake-YOTG557,vehicle102,"[36.1069958,-79.8522564]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,60,gal
carbon-lake-FMFJ182,vehicle100,"[44.509727,18.0254081]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,184,gal
carbon-lake-PAJJ496,vehicle100,"[35.0743086,134.8867891]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,43,gal
carbon-lake-KEZ9635,vehicle102,"[53.1257486,-6.0690645]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,90,gal
carbon-lake-UXLH590,vehicle102,"[-5.6202503,-78.4695111]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,145,gal
carbon-lake-RCYK548,vehicle100,"[16.0662148,120.404904]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,1,gal
carbon-lake-WQCU800,vehicle101,"[-8.6742387,115.1647919]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,80,gal
carbon-lake-RVYX204,vehicle103,"[-9.6561384,124.6801212]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,20,gal
carbon-lake-EKT2867,vehicle103,"[35.66063,106.110673]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,183,gal
carbon-lake-IAQY215,vehicle100,"[30.9128,30.29018]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,102,gal
carbon-lake-UMO6595,vehicle101,"[11.4998068,11.9336539]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,49,gal
carbon-lake-CFRB907,vehicle100,"[36.3573462,25.4459308]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,128,gal
carbon-lake-CZG5670,vehicle100,"[-31.4540779,-64.1673375]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,42,gal
carbon-lake-TNYP058,vehicle101,"[14.1929998,121.1317352]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,115,gal
carbon-lake-TEKD592,vehicle103,"[14.5520342,105.1960795]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,4,gal
carbon-lake-AEEZ710,vehicle101,"[37.510549,118.325556]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,45,gal
carbon-lake-KNMP063,vehicle102,"[36.075651,120.412392]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,30,gal
carbon-lake-GIMX733,vehicle103,"[22.9647344,-82.1523251]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,139,gal
carbon-lake-CYE0496,vehicle100,"[-13.3379818,-72.0645776]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,175,gal
carbon-lake-CDSP856,vehicle103,"[33.631238,113.645873]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,63,gal
carbon-lake-OTV0901,vehicle100,"[53.213319,-6.67045]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,20,gal
carbon-lake-FPOX744,vehicle101,"[11.7775345,10.4494906]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,175,gal
carbon-lake-TUU1646,vehicle103,"[49.8162612,15.4768669]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,25,gal
carbon-lake-DUW0767,vehicle102,"[-25.3907214,-51.4628097]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,11,gal
carbon-lake-WNY8649,vehicle103,"[37.2516991,139.007103]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,26,gal
carbon-lake-GXXI134,vehicle103,"[7.1052043,125.3996693]",2020-02,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,98,gal
carbon-lake-EBFF343,vehicle103,"[57.7040021,11.9696406]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,123,gal
carbon-lake-WSQ1868,vehicle100,"[46.0565579,15.6625947]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,26,gal
carbon-lake-SEIS853,vehicle102,"[49.8752681,14.6777303]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,176,gal
carbon-lake-EXLZ916,vehicle100,"[54.6001467,52.4387134]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,20,gal
carbon-lake-LKJL330,vehicle101,"[57.5440489,40.1259765]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,127,gal
carbon-lake-TKM2048,vehicle102,"[42.4090329,20.7487901]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,148,gal
carbon-lake-DTLI100,vehicle102,"[28.214419,121.293705]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,155,gal
carbon-lake-VGF5118,vehicle100,"[36.289265,116.456187]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,115,gal
carbon-lake-BLQE989,vehicle103,"[17.3091916,99.8434475]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,161,gal
carbon-lake-TNEC665,vehicle102,"[-12.753316,45.2300515]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,149,gal
carbon-lake-ICUX456,vehicle102,"[15.1042521,101.0768333]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,96,gal
carbon-lake-MZEU801,vehicle100,"[44.9799999,-93.26]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,176,gal
carbon-lake-YGDC283,vehicle101,"[68.708827,-52.870974]",2020-03,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,46,gal
carbon-lake-URRF458,vehicle103,"[38.2643887,140.2604198]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,70,gal
carbon-lake-NBZX370,vehicle100,"[61.0816055,46.4952164]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,23,gal
carbon-lake-MGED154,vehicle102,"[4.870121,-75.62239]",2020-12,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,137,gal
carbon-lake-UUAE223,vehicle100,"[50.75425,86.13414]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,175,gal
carbon-lake-FHVN154,vehicle102,"[7.4143831,81.8306334]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,59,gal
carbon-lake-ESP5257,vehicle100,"[32.0169411,36.0494112]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,98,gal
carbon-lake-MDJ7065,vehicle101,"[37.0388867,9.6647636]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,176,gal
carbon-lake-YWKC902,vehicle101,"[41.6183527,67.1894488]",2020-01,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,160,gal
carbon-lake-JNAA140,vehicle100,"[24.682501,113.604535]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,197,gal
carbon-lake-AXU2444,vehicle101,"[38.809086,112.214443]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,121,gal
carbon-lake-GDY6238,vehicle100,"[16.0481202,105.1375908]",2020-09,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,73,gal
carbon-lake-UQHJ518,vehicle102,"[35.872664,120.04619]",2020-06,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,104,gal
carbon-lake-JIEX350,vehicle101,"[-7.0638,113.5187]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,56,gal
carbon-lake-YEUM495,vehicle102,"[27.8370437,52.0645473]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,173,gal
carbon-lake-PAPI806,vehicle100,"[37.347409,115.965874]",2020-05,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,87,gal
carbon-lake-TEOB407,vehicle102,"[42.6259555,41.734917]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,125,gal
carbon-lake-ILL8075,vehicle101,"[55.5945618,26.4507193]",2020-11,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,135,gal
carbon-lake-LLRU490,vehicle103,"[29.090585,21.3321974]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,22,gal
carbon-lake-XPDP968,vehicle103,"[56.6338771,47.8109854]",2020-07,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,3,gal
carbon-lake-OVU6610,vehicle102,"[40.6268947,-7.337931]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,122,gal
carbon-lake-ULLN724,vehicle101,"[36.284107,100.620031]",2020-08,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,25,gal
carbon-lake-GQHZ726,vehicle101,"[-6.1103661,106.1639749]",2020-04,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,162,gal
carbon-lake-FYF1538,vehicle102,"[25.6765837,-100.2602364]",2020-10,1,mobile-combustion,Motor Gasoline - Gasoline Passenger Cars,company_fleet_management_database,142,gal
